"agency","site_no","Date","HydrologicEvent","CharacteristicName","SampleFraction","Units","value","month","agency_cd","Discharge","D.Approval.Code","Gage.Height","GH.Approval.Code","Location"
"USGS","0208675010",2012-01-30,"Routine sample","Temperature, water",NA,"deg C",7.4,"Jan","USGS",0.95,"A",0.34,"A","Upstream"
"USGS","0208675010",2012-02-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.77,"Feb","USGS",7.29,"A",0.49,"A","Upstream"
"USGS","0208675010",2012-02-23,"Routine sample","Phosphorus","Total","mg/l as P",0.072,"Feb","USGS",7.29,"A",0.49,"A","Upstream"
"USGS","0208675010",2012-02-23,"Routine sample","Temperature, water",NA,"deg C",10.8,"Feb","USGS",7.29,"A",0.49,"A","Upstream"
"USGS","0208675010",2012-03-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.6,"Mar","USGS",1.06,"A",0.36,"A","Upstream"
"USGS","0208675010",2012-03-30,"Routine sample","Phosphorus","Total","mg/l as P",0.061,"Mar","USGS",1.06,"A",0.36,"A","Upstream"
"USGS","0208675010",2012-03-30,"Routine sample","Temperature, water",NA,"deg C",17.7,"Mar","USGS",1.06,"A",0.36,"A","Upstream"
"USGS","0208675010",2012-04-25,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.76,"Apr","USGS",0.7,"A",0.34,"A","Upstream"
"USGS","0208675010",2012-04-25,"Routine sample","Phosphorus","Total","mg/l as P",0.076,"Apr","USGS",0.7,"A",0.34,"A","Upstream"
"USGS","0208675010",2012-04-25,"Routine sample","Temperature, water",NA,"deg C",14.3,"Apr","USGS",0.7,"A",0.34,"A","Upstream"
"USGS","0208675010",2012-05-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",0.63,"May","USGS",0.62,"A",0.32,"A","Upstream"
"USGS","0208675010",2012-05-30,"Routine sample","Phosphorus","Total","mg/l as P",0.096,"May","USGS",0.62,"A",0.32,"A","Upstream"
"USGS","0208675010",2012-05-30,"Routine sample","Temperature, water",NA,"deg C",24.7,"May","USGS",0.62,"A",0.32,"A","Upstream"
"USGS","0208675010",2012-06-29,"Routine sample","Phosphorus","Total","mg/l as P",0.074,"Jun","USGS",0.07,"A",0.28,"A","Upstream"
"USGS","0208675010",2012-06-29,"Routine sample","Temperature, water",NA,"deg C",29.1,"Jun","USGS",0.07,"A",0.28,"A","Upstream"
"USGS","02086849",1982-11-17,"Routine sample","Nitrate","Total","mg/l as N",0.49,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-11-17,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",25,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-11-17,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",26,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-11-17,"Routine sample","Phosphorus","Dissolved","mg/l as P",2.5,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-11-17,"Routine sample","Phosphorus","Total","mg/l as P",2.8,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-11-17,"Routine sample","Temperature, water",NA,"deg C",9.5,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-12-16,"Routine sample","Nitrate","Total","mg/l as N",0.523333333333333,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-12-16,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",2,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-12-16,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.03333333333333,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-12-16,"Routine sample","Phosphorus","Dissolved","mg/l as P",0.18,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-12-16,"Routine sample","Phosphorus","Total","mg/l as P",0.633333333333333,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1982-12-16,"Routine sample","Temperature, water",NA,"deg C",12,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-02-22,"Routine sample","Nitrate","Total","mg/l as N",0.52,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-02-22,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-02-22,"Routine sample","Phosphorus","Total","mg/l as P",17,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-02-22,"Routine sample","Temperature, water",NA,"deg C",8.5,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-03-18,"Routine sample","Nitrate","Total","mg/l as N",0.345,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-03-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",0.79,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-03-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",1.5,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-03-18,"Routine sample","Phosphorus","Dissolved","mg/l as P",0.07,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-03-18,"Routine sample","Phosphorus","Total","mg/l as P",0.23,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-03-18,"Routine sample","Temperature, water",NA,"deg C",11.75,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-05-09,"Routine sample","Nitrate","Total","mg/l as N",2.1,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-05-09,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",15,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-05-09,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-05-09,"Routine sample","Phosphorus","Dissolved","mg/l as P",2.8,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-05-09,"Routine sample","Phosphorus","Total","mg/l as P",6.4,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-05-09,"Routine sample","Temperature, water",NA,"deg C",16.5,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-08-01,"Routine sample","Nitrate","Total","mg/l as N",17.6,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-08-01,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",22,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-08-01,"Routine sample","Phosphorus","Total","mg/l as P",5.9,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-08-01,"Routine sample","Temperature, water",NA,"deg C",27,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-07,"Routine sample","Nitrate","Total","mg/l as N",10.7,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-07,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",14,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-07,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-07,"Routine sample","Phosphorus","Dissolved","mg/l as P",6,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-07,"Routine sample","Phosphorus","Total","mg/l as P",6.2,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-07,"Routine sample","Temperature, water",NA,"deg C",26,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-26,"Routine sample","Nitrate","Total","mg/l as N",18.8,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-26,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",23,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-26,"Routine sample","Phosphorus","Total","mg/l as P",6,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-09-26,"Routine sample","Temperature, water",NA,"deg C",17,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-10-24,"Routine sample","Nitrate","Total","mg/l as N",1.65,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-10-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.4,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-10-24,"Routine sample","Phosphorus","Total","mg/l as P",0.53,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-10-24,"Routine sample","Temperature, water",NA,"deg C",17.5,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-11-29,"Routine sample","Nitrate","Total","mg/l as N",4.52,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-11-29,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-11-29,"Routine sample","Phosphorus","Total","mg/l as P",3.3,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-11-29,"Routine sample","Temperature, water",NA,"deg C",14.5,"Nov",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-12-06,"Flood","Nitrate","Total","mg/l as N",0.51,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-12-06,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",1.3,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-12-06,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.1,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-12-06,"Flood","Phosphorus","Dissolved","mg/l as P",0.13,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-12-06,"Flood","Phosphorus","Total","mg/l as P",0.31,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1983-12-06,"Flood","Temperature, water",NA,"deg C",12,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-01-24,"Routine sample","Nitrate","Total","mg/l as N",0.54,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-01-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-01-24,"Routine sample","Phosphorus","Total","mg/l as P",2.5,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-01-24,"Routine sample","Temperature, water",NA,"deg C",6.5,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-02-23,"Flood","Nitrate","Total","mg/l as N",0.27,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-02-23,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",1,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-02-23,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.1,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-02-23,"Flood","Phosphorus","Dissolved","mg/l as P",0.06,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-02-23,"Flood","Phosphorus","Total","mg/l as P",0.14,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-02-23,"Flood","Temperature, water",NA,"deg C",9.5,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-03-14,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",4,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-03-14,"Routine sample","Phosphorus","Total","mg/l as P",0.76,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-03-14,"Routine sample","Temperature, water",NA,"deg C",8,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-03-28,"Routine sample","Nitrate","Total","mg/l as N",1.82,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-03-28,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",6.4,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-03-28,"Routine sample","Phosphorus","Total","mg/l as P",1.9,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-03-28,"Routine sample","Temperature, water",NA,"deg C",14.5,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-04-09,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",9.3,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-04-09,"Routine sample","Phosphorus","Total","mg/l as P",1.4,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-04-09,"Routine sample","Temperature, water",NA,"deg C",13,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-04-23,"Routine sample","Nitrate","Total","mg/l as N",0.44,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-04-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.3,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-04-23,"Routine sample","Phosphorus","Total","mg/l as P",0.33,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-04-23,"Routine sample","Temperature, water",NA,"deg C",10,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-03,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",10,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-03,"Routine sample","Phosphorus","Total","mg/l as P",3,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-03,"Routine sample","Temperature, water",NA,"deg C",16,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-21,"Routine sample","Nitrate","Total","mg/l as N",4.5,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-21,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-21,"Routine sample","Phosphorus","Dissolved","mg/l as P",5.2,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-21,"Routine sample","Phosphorus","Total","mg/l as P",5.1,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-05-21,"Routine sample","Temperature, water",NA,"deg C",20,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-06-05,"Routine sample","Nitrate","Total","mg/l as N",4.58,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-06-05,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",12,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-06-05,"Routine sample","Phosphorus","Total","mg/l as P",5.3,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-06-05,"Routine sample","Temperature, water",NA,"deg C",21.5,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-06-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",15,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-06-18,"Routine sample","Phosphorus","Total","mg/l as P",4.2,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-06-18,"Routine sample","Temperature, water",NA,"deg C",24.5,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-07-10,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",33,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-07-10,"Routine sample","Phosphorus","Total","mg/l as P",5.8,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-07-10,"Routine sample","Temperature, water",NA,"deg C",23,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-07-24,"Routine sample","Nitrate","Total","mg/l as N",5.35,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-07-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",11,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-07-24,"Routine sample","Phosphorus","Total","mg/l as P",3.8,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-07-24,"Routine sample","Temperature, water",NA,"deg C",24.5,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-08-07,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-08-07,"Routine sample","Phosphorus","Total","mg/l as P",5.3,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-08-07,"Routine sample","Temperature, water",NA,"deg C",26,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-08-23,"Routine sample","Nitrate","Total","mg/l as N",1.68,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-08-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-08-23,"Routine sample","Phosphorus","Total","mg/l as P",4.4,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-08-23,"Routine sample","Temperature, water",NA,"deg C",23,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-09-24,"Routine sample","Nitrate","Total","mg/l as N",0.47,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-09-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",13,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-09-24,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-09-24,"Routine sample","Phosphorus","Dissolved","mg/l as P",5.5,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-09-24,"Routine sample","Phosphorus","Total","mg/l as P",5.6,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-09-24,"Routine sample","Temperature, water",NA,"deg C",21,"Sep",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-10-23,"Routine sample","Nitrate","Total","mg/l as N",0.67,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-10-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",14,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-10-23,"Routine sample","Phosphorus","Total","mg/l as P",4.5,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-10-23,"Routine sample","Temperature, water",NA,"deg C",22.5,"Oct",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-04,"Routine sample","Nitrate","Total","mg/l as N",1.3,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-04,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",26,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-04,"Routine sample","Phosphorus","Total","mg/l as P",2.4,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-04,"Routine sample","Temperature, water",NA,"deg C",9,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-19,"Routine sample","Nitrate","Total","mg/l as N",1.11,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-19,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",16,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-19,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",20,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-19,"Routine sample","Phosphorus","Dissolved","mg/l as P",5.3,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-19,"Routine sample","Phosphorus","Total","mg/l as P",5.6,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1984-12-19,"Routine sample","Temperature, water",NA,"deg C",14,"Dec",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-01-03,"Routine sample","Nitrate","Total","mg/l as N",0.55,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-01-03,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.5,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-01-03,"Routine sample","Phosphorus","Total","mg/l as P",0.75,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-01-03,"Routine sample","Temperature, water",NA,"deg C",9,"Jan",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-02-20,"Routine sample","Nitrate","Total","mg/l as N",0.81,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-02-20,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",13,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-02-20,"Routine sample","Phosphorus","Total","mg/l as P",2.2,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-02-20,"Routine sample","Temperature, water",NA,"deg C",10,"Feb",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-03-26,"Routine sample","Nitrate","Total","mg/l as N",1.67,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-03-26,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",12,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-03-26,"Routine sample","Phosphorus","Total","mg/l as P",3.1,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-03-26,"Routine sample","Temperature, water",NA,"deg C",9,"Mar",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-04-30,"Routine sample","Nitrate","Total","mg/l as N",5.5,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-04-30,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",17,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-04-30,"Routine sample","Phosphorus","Total","mg/l as P",6.2,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-04-30,"Routine sample","Temperature, water",NA,"deg C",17.5,"Apr",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-05-23,"Routine sample","Nitrate","Total","mg/l as N",1.25,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-05-23,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",2.5,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-05-23,"Routine sample","Phosphorus","Dissolved","mg/l as P",0.17,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-05-23,"Routine sample","Phosphorus","Total","mg/l as P",0.27,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-05-23,"Routine sample","Temperature, water",NA,"deg C",20,"May",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-06-18,"Routine sample","Nitrate","Total","mg/l as N",4.82,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-06-18,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",18,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-06-18,"Routine sample","Phosphorus","Total","mg/l as P",1,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-06-18,"Routine sample","Temperature, water",NA,"deg C",24.5,"Jun",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-07-22,"Routine sample","Nitrate","Total","mg/l as N",7.66,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-07-22,"Routine sample","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",11,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-07-22,"Routine sample","Phosphorus","Total","mg/l as P",0.43,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-07-22,"Routine sample","Temperature, water",NA,"deg C",26,"Jul",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-08-18,"Flood","Nitrate","Total","mg/l as N",0.94,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-08-18,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Dissolved","mg/l",2.1,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-08-18,"Flood","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total","mg/l",3.1,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-08-18,"Flood","Phosphorus","Dissolved","mg/l as P",0.09,"Aug",NA,NA,NA,NA,NA,"Downstream"
"USGS","02086849",1985-08-18,"Flood","Phosphorus","Total","mg/l as P",0.19,"Aug",NA,NA,NA,NA,NA,"Downstream"
